VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId,FrontCrashPicture,FrontCrashVideo,SideCrashPicture,SideCrashVideo,SidePolePicture,SidePoleVideo
https://static.nhtsa.gov/images/vehicles/7285_st0640_046.png,4,4,3,4,5,4,5,4,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,No,No,32,0,0,2011,AUDI,A4,2011 Audi A4 4 DR AWD,534,https://static.nhtsa.gov/crashTest/images/2011/v07027P074.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07027C020.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07028P098.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07028C011.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07033P002.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07033C014.wmv
https://static.nhtsa.gov/images/vehicles/6929_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.212,0.0,No Tip,Not Rated,Standard,No,No,153,5,1,2011,CHEVROLET,AVALANCHE,2011 Chevrolet Avalanche SUV 4WD,548,,,,,,
https://static.nhtsa.gov/images/vehicles/7039_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.179,0.0,No Tip,Not Rated,Standard,No,No,41,5,0,2011,CHEVROLET,COLORADO,2011 Chevrolet Colorado PU/CC AWD,549,,,,,,
https://static.nhtsa.gov/images/vehicles/7119_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.179,0.0,No Tip,Not Rated,Standard,No,No,41,5,0,2011,CHEVROLET,COLORADO,2011 Chevrolet Colorado PU/EC AWD,550,,,,,,
https://static.nhtsa.gov/images/vehicles/6921_st0640_046.png,4,4,5,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,No,No,621,6,2,2011,CHEVROLET,SILVERADO 1500,2011 Chevrolet Silverado 1500 PU/EC 4WD,563,https://static.nhtsa.gov/crashTest/images/2011/v07099P060.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07099C002.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07073P059.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07073C001.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07104P010.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07104C012.wmv
https://static.nhtsa.gov/images/vehicles/6816_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.191,0.0,No Tip,Not Rated,Standard,No,No,176,6,1,2011,CHEVROLET,SILVERADO 2500,2011 Chevrolet Silverado 2500 PU/CC 4WD,566,,,,,,
https://static.nhtsa.gov/images/vehicles/7150_st0640_046.png,5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,No,No,274,5,2,2011,GMC,ACADIA,2011 GMC Acadia SUV AWD,569,,,,,,
https://static.nhtsa.gov/images/vehicles/7206_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.179,0.0,No Tip,Not Rated,Standard,No,No,23,5,0,2011,GMC,CANYON,2011 GMC Canyon PU/EC AWD,571,,,,,,
https://static.nhtsa.gov/images/vehicles/7633_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.164,0.0,No Tip,Not Rated,Standard,No,No,4,2,0,2011,SAAB,9-4X,2011 Saab 9-4X SUV AWD,585,,,,,,
https://static.nhtsa.gov/images/vehicles/6738_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,180,15,1,2011,FORD,F-350 SUPER CREW,2011 Ford F-350 Super Crew PU/CC 4x4,590,,,,,,
https://static.nhtsa.gov/images/vehicles/7301_st0640_046.png,4,4,5,4,5,5,5,5,5,5,4,Not Rated,0.113,0.0,No Tip,5,Standard,No,No,172,4,0,2011,FORD,TAURUS,2011 Ford Taurus 4 DR AWD,595,https://static.nhtsa.gov/crashTest/images/2011/v06964P064.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06964C015.wmv,https://static.nhtsa.gov/crashTest/images/2011/v06965P070.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06965C012.wmv,https://static.nhtsa.gov/crashTest/images/2011/v06967P063.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06967C012.wmv
https://static.nhtsa.gov/images/vehicles/6980_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.118,0.0,No Tip,Not Rated,Standard,No,No,40,3,0,2011,LINCOLN,MKS,2011 Lincoln MKS 4 DR AWD,596,,,,,,
https://static.nhtsa.gov/images/vehicles/7213_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.133,0.0,No Tip,Not Rated,Optional,No,No,13,3,1,2011,SUZUKI,SX4,2011 Suzuki SX4 SW AWD,615,,,,,,
https://static.nhtsa.gov/images/vehicles/7048_st0640_046.png,4,4,4,4,5,5,4,5,4,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,No,No,54,1,0,2011,LEXUS,RX350,2011 Lexus RX350 SUV AWD,620,https://static.nhtsa.gov/crashTest/images/2011/v07148P012.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07148C017.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07146P010.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07146C010.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07141P010.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07141C013.wmv
https://static.nhtsa.gov/images/vehicles/7296_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.267,0.0,No Tip,Not Rated,Standard,No,No,22,7,0,2011,TOYOTA,FJ CRUISER,2011 Toyota FJ Cruiser SUV AWD,623,,,,,,
https://static.nhtsa.gov/images/vehicles/7134_st0640_046.png,3,3,4,2,4,5,3,5,3,4,4,Not Rated,0.174,0.0,No Tip,2,Standard,No,No,276,11,1,2011,TOYOTA,RAV4,2011 Toyota RAV4 SUV AWD,626,https://static.nhtsa.gov/crashTest/images/2011/v07150P065.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07150C017.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07138P035.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07138C013.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07142P057.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07142C013.wmv
https://static.nhtsa.gov/images/vehicles/7257_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.174,0.0,No Tip,Not Rated,Standard,No,No,158,3,4,2011,VOLKSWAGEN,TIGUAN,2011 Volkswagen Tiguan SUV AWD,637,,,,,,
,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,0,0,0,2011,NISSAN,QX56,2011 Nissan QX56 SUV 4WD,656,,,,,,
https://static.nhtsa.gov/images/vehicles/7098_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,13,1,0,2011,INFINITI,FX35,2011 Infiniti FX35 SUV AWD,663,,,,,,
https://static.nhtsa.gov/images/vehicles/7287_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,96,1,0,2011,INFINITI,G37,2011 Infiniti G37 2 DR AWD,664,,,,,,
https://static.nhtsa.gov/images/vehicles/7053_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,Optional,No,No,62,1,0,2011,NISSAN,FRONTIER,2011 Nissan Frontier King Cab PU/EC 4WD,670,,,,,,
https://static.nhtsa.gov/images/vehicles/6874_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,117,5,2,2011,HYUNDAI,TUCSON,2011 Hyundai Tucson SUV 4WD,674,,,,,,
https://static.nhtsa.gov/images/vehicles/7215_st0640_046.png,5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,Standard,No,No,3280,14,8,2011,HYUNDAI,SONATA,2011 Hyundai Sonata 4 DR FWD Later Release,675,https://static.nhtsa.gov/crashTest/images/2011/v07002P074.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07002C018.wmv,https://static.nhtsa.gov/crashTest/images/2011/v06941P100.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06941C011.wmv,https://static.nhtsa.gov/crashTest/images/2011/v06942P066.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06942C001.wmv
https://static.nhtsa.gov/images/vehicles/7425_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,330,3,1,2011,CHRYSLER,200,2011 Chrysler 200 Convertible FWD,677,,,,,,
,3,4,5,4,2,2,4,2,4,2,4,Not Rated,0.105,0.0,No Tip,5,Standard,No,No,164,9,0,2011,HONDA,CIVIC CNG,2011 Honda Civic CNG 4 DR FWD,696,,,,,,
https://static.nhtsa.gov/images/vehicles/7259_st0640_046.png,4,3,4,2,4,5,4,5,4,5,4,Not Rated,0.107,0.0,No Tip,2,Standard,No,No,596,5,2,2011,TOYOTA,CAMRY,2011 Toyota Camry 4 DR FWD Later Release,698,https://static.nhtsa.gov/crashTest/images/2011/v06953P077.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06953C022.wmv,https://static.nhtsa.gov/crashTest/images/2011/v07259P103.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v07259C013.wmv,https://static.nhtsa.gov/crashTest/images/2011/v06949P070.jpg,https://static.nhtsa.gov/crashTest/videos/2011/v06949C013.wmv
https://static.nhtsa.gov/images/vehicles/6753_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.103,0.0,No Tip,Not Rated,Standard,No,No,647,11,1,2011,BMW,328I,2011 BMW 328 I SW AWD,708,,,,,,
https://static.nhtsa.gov/images/vehicles/6742_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.093,0.0,No Tip,Not Rated,Standard,No,No,647,11,1,2011,BMW,328I,2011 BMW 328 I 2 DR AWD,709,,,,,,
https://static.nhtsa.gov/images/vehicles/1810_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.107, ,Not Rated,No,No,No,80,7,2,2004,MITSUBISHI,LANCER,2004 Mitsubishi Lancer 4-DR.,1003,https://static.nhtsa.gov/crashTest/images/2004/Lancer4.jpg,,https://static.nhtsa.gov/crashTest/images/2004/lancer_s.jpg,,,
https://static.nhtsa.gov/images/vehicles/1778_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.109, ,Not Rated,Optional,No,No,453,9,1,2004,PONTIAC,GRAND PRIX,2004 Pontiac Grand Prix 4-DR.,1006,https://static.nhtsa.gov/crashTest/images/2004/04GrandPrix.jpg,https://static.nhtsa.gov/crashTest/videos/2004/04PontiacGrandprix.wmv,https://static.nhtsa.gov/crashTest/images/2004/04GrandPrix_s.jpg,https://static.nhtsa.gov/crashTest/videos/2004/04GrandPrix.wmv,,
